country,iso_country_code_2018,population_2018,surface_area_(km2)_2018,gini_index_varies_by_country,happy_planet_index_2016,happy_planet_index_2019,human_development_index_2017,human_development_index_2021,sustainable_economic_development_assessment_(seda)_2018,gdp_growth_(annual_%)_2018,gdp_growth_(annual_%)_2021_or_latest_year,gdp_($_usd_billions_ppp)_2018,gdp_($_usd_billions_ppp)_2019,gdp_($_usd_billions_ppp)_2020,gdp_($_usd_billions_ppp)_2021,gdp_per_capita_in_$_(ppp)_2018,gdp_per_capita_in_$_(ppp)_2019,gdp_per_capita_in_$_(ppp)_2020,gdp_per_capita_in_$_(ppp)_2021,economic_growth_2018,economic_growth_2021_or_latest,health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2019,health_expenditure_%_of_gdp_2020,health_expenditure_%_of_gdp_2021,health_expenditure_%_of_gdp_2021_or_latest,health_expenditure_per_person_2015,health_expenditure_per_person_2018,health_expenditure_per_person_2019,infant_mortality_2020,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",education_expenditure_%_of_gdp_2014,education_expenditure_%_of_gdp_2018,education_expenditure_%_of_gdp_2021_or_latest_year,education_as_%_of_gdp_2018,education_as_%_of_gdp_2021_or_latest,%_of_primary_school_aged_kids_out_of_school_2018,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,unemployment_(%)_2018,unemployment_(%)_2021,%_of_population_in_extreme_poverty_latest_year,%_of_population_with_access_to_electricity_2020,political_rights_score__2018,political_rights_score__2022,civil_liberties_score__2018,civil_liberties_score__2022,political_stability_&_absence_of_violence_2017,political_stability_&_absence_of_violence_2021,government_effectiveness_2017,government_effectiveness_2021,regulatory_quality_2017,regulatory_quality_2021,rule_of_law_2017,rule_of_law_2021,control_of_corruption_2017,control_of_corruption_2021,judicial_effectiveness_score_2018,judicial_effectiveness_score_2022,government_integrity_score_2018,government_integrity_score_2022,overall_economic_freedom_score_2017,overall_economic_freedom_score_2022,financial_freedom_score_2018,financial_freedom_score_2022,government_expenditure_(%_of_gdp)_2018,co2e_emissions_per_capita_2019,share_of_electricity_from_renewables_generation_2015,share_of_electricity_from_renewables_generation_2020_or_latest_year,%_of_seats_held_by_women_in_national_parliaments_2017,%_of_seats_held_by_women_in_national_parliaments_2018,%_of_seats_held_by_women_in_national_parliaments_2021,military_spending_as_%_of_gdp_2021,military_spending_as_%_of_gdp_2019
Moldova,MDA,3600000,32891,26.8,,51,0.7,0.767,48.7,-1.1,13.9445896,33.48204733,34.71532637,32.15327205,36.63691388,12658.50376,13576.29474,12941.89278,15637.24037,4.301477757,13.9445896,6.266019821,5.805689812,5.608449936,5.618440151,5.439730167,6.103789806,6.388720036,,6.388720036,515,276.4714356,284.3071289,36.3,19,7.464509964,5.439730167,6.388720036,5.439730167,6.388720036,0.647819996,0.790929973,5,3.961999893,,100,26,27,35,35,-0.24,-0.205520451,-0.51,-0.404990613,-0.04,0.013904043,-0.41,-0.331918448,-0.8,-0.447890878,26.3,30.7,26.6,34.7,58.4,61.3,50,50,38,3.324610168,0.056,0.049176852,22.8,22.77227723,39.6039604,0.004116136,0.004
Mongolia,MNG,3000000,1553556,34,14.3,24.5,0.741,0.739,50.6,2.3,1.421009097,38.13334915,40.2696725,38.43428071,38.98043533,12316.00107,13013.04724,12365.93848,12862.74693,7.74488062,1.421009097,4.714849949,4.223619938,5.183100224,4.068970203,6.173019886,4.940889835,,,4.940889835,470,159.3799133,163.441864,,,4.714849949,6.173019886,4.940889835,6.173019886,4.94,,,6.7,7.081999779,0.1,98.09999847,36,36,49,48,0.82,0.654301584,-0.26,-0.467179894,-0.12,-0.208566815,-0.3,-0.225342378,-0.45,-0.528645813,30.9,57.1,34.8,37,55.7,63.9,60,50,37.8,,0.033,0.099088448,17.1,17.10526316,17.10526316,0.00655433,0.007
Montenegro,MNE,600000,13452,31.9,25.1,41.3,0.814,0.832,,4.1,12.43435899,12.87173711,13.39470871,11.34439488,12.75499766,21513.29975,23072.58274,19989.65367,22795.40727,5.077888811,12.43435899,,,,,,,,,,957,731.4810791,735.1588745,13.2,45,,,,,,0.719439983,0.616119981,17.5,18.48699951,1,100,25,26,42,41,0.01,-0.148919776,0.15,0.006132639,0.3,0.43062079,0.01,-0.059087977,-0.09,-0.019546321,51.3,43,38.1,46.4,64.3,57.8,50,50,46.3,7.153120086,0.509,0.594534754,23.5,23.45679012,24.69135802,0.017429456,0.016
Morocco,MAR,36000000,446300,40.9,32.7,50.9,0.667,0.683,45.8,4.5,7.372727618,272.5316897,279.6391404,262.0407413,281.3602915,7624.844238,7865.262207,7368.891602,8143.525391,3.148502656,7.372727618,,4.645984173,,5.118315697,5.348847866,5.931356907,6.754302025,,6.754302025,435,174.7818451,174.2237701,2.5,70,,5.348847866,6.754302025,5.348847866,6.754302025,0.205589995,0.447120011,10,11.46700001,,100,14,13,25,24,-0.41,-0.396076441,-0.16,-0.066775173,-0.23,-0.121726759,-0.17,-0.25322035,-0.13,-0.433994025,44.3,32.7,41.3,41,61.9,59.2,70,70,31.4,1.959872285,0.157,0.181906907,20.5,20.50632911,22.78481013,0.04183513,0.031
Mozambique,MOZ,30000000,786380,45.6,23.7,44.2,0.437,0.446,26.7,6.3,2.224819268,38.04206313,38.92258701,38.44231899,39.29759111,1320.54788,1335.877014,1297.298716,1342.290121,3.44381384,2.224819268,6.876329899,6.010829926,5.865039825,5.505559921,5.452189922,6.084420204,6.260588646,,6.260588646,64,40.72650528,39.46094131,49,289,,5.452189922,6.260588646,5.452189922,6.260588646,6.070660114,0.867150009,24.4,3.982000113,,30.60383224,20,14,32,29,-0.98,-1.228188634,-0.89,-0.765344799,-0.73,-0.778285861,-1.01,-1.03502357,-0.86,-0.811555684,36.3,44.1,28.2,26.3,46.3,51.3,50,50,36.2,0.246986412,0.87,0.795403372,39.6,39.6,42.4,0.0151119,0.009
Myanmar,MMR,53000000,676575,,24.7,40,0.578,0.585,37,7,-17.98474234,239.9611678,256.1596508,264.2895802,216.7577802,4574.596178,4939.747975,5123.407709,4344.943168,6.404977325,-17.98474234,1.899999976,2.099999905,1.899999976,2.32633996,2.157480001,2.139869928,,,2.157480001,267,59.20605469,60.01587296,19.13069916,250,,2.157480001,2.139869928,2.157480001,2.14,1.947199941,,0.8,2.173000097,,70.39719391,13,0,18,9,-1.08,-2.065757036,-1.05,-1.410243511,-0.83,-1.130902171,-0.95,-1.456172585,-0.56,-1.027559519,17.6,16.7,28.2,29.8,53.9,49.6,20,20,22.6,0.679428523,0.601,0.48272644,10.2,10.16166282,15.29411765,0.033349398,
Namibia,NAM,2300000,823290,59.7,21.6,36.8,0.647,0.615,39.1,4.5,2.430639858,24.69712118,24.46933092,22.54458886,23.09256662,10328.44753,10223.21253,9358.537168,9805.181879,1.059943471,2.430639858,9.577854156,9.850768089,10.63879585,9.708672523,8.881122589,8.927026749,9.446896553,9.640491486,9.640491486,942,464.4840698,427.2562256,,195,,8.881122589,9.640491486,8.881122589,9.640491486,1.518959999,1.608960032,25.6,21.6779995,,56.2586937,30,31,47,46,0.65,0.547819197,0.2,0.059346285,-0.19,-0.004640299,0.24,0.362279296,0.32,0.258660823,54.2,67.6,45.4,53.9,58.5,59.2,40,40,40.7,1.691705428,0.979,0.96012956,41.3,46.15384615,44.23076923,0.030017199,0.03
Nepal,NPL,29000000,143351,32.8,30.5,53.1,0.574,0.602,41.7,3.4,4.246940141,106.0252356,113.0833943,110.4037469,115.0925279,13960.44332,14096.62255,14337.26541,15102.66104,7.622376108,4.246940141,3.47213006,3.25902009,3.903209925,4.76722002,4.43445015,4.239999771,4.389999866,,4.389999866,151,51.13627625,53.24640274,23.8,186,3.993020058,4.43445015,4.389999866,4.43445015,4.39,,4.345009804,3.2,5.052000046,,89.90000153,25,25,30,32,-0.66,-0.24300608,-0.88,-0.871526241,-0.72,-0.616685688,-0.68,-0.466634363,-0.75,-0.530735135,36.2,34.1,24.6,33.8,54.1,49.7,30,30,20.3,0.470136453,1,1,29.6,32.72727273,32.72727273,0.013369919,0.016
Netherlands,NLD,17000000,33893,30.3,35.3,54.9,0.931,0.941,80.3,1.9,5.035902024,966.0205847,984.9119714,947.4987507,995.2138595,57826.6285,59004.32497,59266.90858,63766.88711,2.360915095,5.035902024,5.458899975,5.34815979,5.479599953,5.17509985,5.357649803,,,,5.357649803,5313,5336.984375,5335.30127,1.8,5,5.529310226,5.357649803,,5.357649803,,,,6.2,4.010000229,,100,40,39,59,58,0.92,0.915172875,1.85,1.766682148,2.05,1.752583385,1.83,1.739347577,1.87,2.035641909,74.1,96.9,86,92.3,76.2,79.5,80,80,45,8.437074627,0.147,0.291269006,36,36,39.33333333,0.014224507,0.013
New Zealand,NZL,4700000,264537,36.2,31.3,57.4,0.917,0.937,78.6,3.4,4.64680675,210.049865,214.6551605,211.9662514,221.8159135,42520.75442,45554.8094,44657.77372,46419.5087,3.359219548,4.64680675,6.342430115,6.325059891,6.411789894,6.259739876,6.048500061,,,,6.048500061,3530,4037.462891,4211.046387,5.74955118,9,6.355259895,6.048500061,,6.048500061,,0.380730003,0.407299995,5.2,4.124000072,,100,40,40,58,59,1.59,1.438623548,1.77,1.350751281,2.09,1.808165312,1.92,1.818318009,2.24,2.201695204,88.4,95.9,95.7,97.5,84.2,80.6,80,80,41,6.830414187,0.808,0.809814306,34.2,38.33333333,49.16666667,0.013709807,0.015
Nicaragua,NIC,6000000,119990,47.1,38.7,55.2,0.658,0.667,43.5,4.5,10.34492902,37.04531067,35.64503899,35.00720382,38.6286742,5866.5711,5675.564316,5573.868729,6331.672499,-3.363705717,10.34492902,4.0832901,4.078430176,4.081140041,4.357699871,4.46999979,4.599999905,4.630000114,,4.630000114,406,173.4938355,160.7587891,3.6,98,,4.46999979,4.630000114,4.46999979,4.630000114,,,5.9,5.956999779,,88.90737915,12,5,32,18,-0.05,-0.467141122,-0.64,-0.852298975,-0.67,-0.835881472,-0.64,-1.355992436,-0.87,-1.236290574,19,19.5,24.2,19,58.9,54.8,50,50,25.8,0.800549594,0.516,0.600178501,45.7,45.65217391,50.54945055,0.006035816,0.007
Niger,NER,21000000,1266700,34,16.8,41.4,0.354,0.4,,4,1.352053749,26.94042703,28.54106472,29.56283666,29.9625421,1229.080091,1276.049385,1288.153512,1309.814499,7.210803008,1.352053749,5.103680134,4.486690044,2.958430052,2.578180075,3.457279921,3.527528763,3.837612629,,3.837612629,68,30.2661438,31.39763641,72.2,509,6.72770977,3.457279921,3.837612629,3.457279921,3.837612629,41.30485916,41.02536011,2.6,0.750999987,15.6,19.25190926,20,23,29,28,-1.3,-1.61629951,-0.67,-0.614557326,-0.68,-0.745513618,-0.68,-0.404807776,-0.65,-0.546674609,32.6,35.9,30.4,32.5,49.5,54.9,40,40,30.1,0.092232251,0.008,0.04127825,17,16.95906433,25.90361446,0.018416716,0.018
Nigeria,NGA,191000000,910768,48.8,22.2,34.1,0.532,0.535,26.5,2.7,3.647186541,1009.748886,1032.048476,1013.530915,1050.496278,5278.231321,5352.241119,5185.988584,5459.158598,1.922757342,3.647186541,,,,,,,,,,215,66.5456543,71.46572876,13.8,917,,,,,,,,5,9.788000107,9,55.40000153,25,20,25,23,-1.94,-1.779303193,-0.96,-0.995998681,-0.89,-0.932637811,-0.87,-0.855664015,-1.07,-1.070116878,39.6,33.8,14.4,22.7,58.5,54.4,40,40,11,0.573636206,0.19,0.210385998,5.6,5.555555556,3.611111111,0.009702492,0.005
Norway,NOR,5000000,304282,26.8,36.8,50.9,0.953,0.961,85.3,1.6,3.92266521,341.7753614,344.324316,341.8548817,355.2647042,69808.32941,66799.16472,62644.84574,79201.23025,1.118828479,3.92266521,7.695040226,7.569330215,8.030550003,7.911980152,7.644110203,,,,7.644110203,6222,8271.858398,8007.397949,23.6,2,7.68073988,7.644110203,,7.644110203,,0.00047,0.00896,4.8,4.985000134,0.2,100,40,40,60,60,1.15,1.103745222,1.98,1.839355707,1.81,1.635414124,2.02,1.949851394,2.24,2.14091754,86,97.3,93.6,96,74.3,76.9,60,60,48.6,6.722269985,0.985,0.989535951,39.6,41.42011834,44.9704142,0.018413552,0.017
Oman,OMN,4000000,309500,,21.1,,0.821,0.816,62.1,4.1,-3.20093599,157.4152745,155.6377311,150.6558669,,33373.381,32604.34544,31117.75771,,1.287103915,-3.2,,,,5.840189934,5.207230091,5.413209915,,,5.413209915,1636,677.9642334,624.7444458,35.31206572,19,,5.207230091,5.413209915,5.207230091,5.413209915,3.239140034,1.628769994,17.5,3.121999979,,100,6,6,17,18,0.74,0.506666422,0.21,-0.118082352,0.42,0.329793662,0.43,0.405818224,0.25,0.086335801,57.4,27.1,51.5,53.3,61,56.6,60,60,50,15.28243639,,0.000110997,1.2,1.176470588,2.325581395,0.073443838,0.088
Pakistan,PAK,197000000,770875,30.7,31.5,45.1,0.562,0.544,27.9,4.2,6.029752083,1123.58248,1151.645491,1136.334137,1204.852268,5420.695792,5542.208851,5426.019788,5877.64258,6.151702611,6.029752083,2.465929985,2.650019884,3.002919912,2.89951992,,2.507550001,,,2.507550001,134,42.87313461,39.49928665,12.3,140,2.465929985,,2.507550001,,2.507550001,,,5.9,4.352000237,0.6,75.37969208,19,15,24,22,-2.4,-1.666778922,-0.58,-0.402694643,-0.59,-0.731606901,-0.72,-0.63702172,-0.78,-0.785676658,34,28.5,27.3,27.4,54.4,48.8,40,40,19.8,0.879965499,0.33,0.337504253,20.6,20.23460411,20.1754386,0.038332741,0.04
Panama,PAN,4000000,74340,50.7,39.5,57.9,0.789,0.805,54.5,5.8,15.33581906,129.6461077,133.5091927,109.5511495,126.3517156,31780.59909,32767.18697,26780.3006,31680.18601,3.685344522,15.33581906,,2.836289883,2.846080065,2.882240057,2.88293004,3.127360106,3.906071424,,3.906071424,1543,1131.660156,1192.820801,10,52,,2.88293004,3.906071424,2.88293004,3.906071424,,10.51047993,5.8,12.0880003,0.4,96.70463562,35,35,48,48,0.39,0.28578639,0.01,0.159396783,0.39,0.192629814,0.04,-0.247416601,-0.54,-0.570509851,29.4,50.7,38.8,38,67,65.4,70,70,23.1,3.141454996,0.665,0.665475329,18.3,18.30985915,22.53521127,,0
Papua New Guinea,PNG,8000000,452860,50.9,,,0.544,0.558,,9,1.5,36.05694477,37.67245117,36.35391538,36.89922411,4289.676883,4473.77725,4285.765475,4445.364769,-0.279252285,1.5,,,,1.964930058,1.874830008,,,,1.874830008,99,63.48856354,65.08071899,3.7,145,,1.874830008,,1.874830008,,,,2.5,2.752000093,,60.40000153,25,23,38,39,-0.58,-0.581851006,-0.66,-0.887458801,-0.65,-0.83468616,-0.82,-0.740271628,-0.9,-0.755582631,55.1,44.2,33.1,26.2,55.7,54.6,30,30,24.5,0.863707514,0.238,0.208252581,0,0,0,0.003752614,0.004
Paraguay,PRY,7000000,397302,51.7,23.3,47.6,0.702,0.717,46.2,3,4.199881666,89.23042211,88.8718451,88.1432867,91.84520044,13134.16336,13147.96186,13034.71654,13975.85823,3.204250341,4.199881666,4.789110184,3.338150024,,3.08968997,3.283200026,3.469710112,3.303621531,,3.303621531,724,390.0476379,388.3932495,14.2,129,,3.283200026,3.303621531,3.283200026,3.3,,,5.4,7.205999851,0.2,100,27,28,37,37,0.12,-0.002987438,-0.81,-0.622933626,-0.23,-0.207687929,-0.65,-0.557476759,-0.72,-1.007155418,28.2,37.9,28.3,29.5,62.1,62.9,60,60,24.4,1.165425232,1,0.999961583,13.8,15,16.25,0.009739598,0.01
Peru,PER,32000000,1279996,45.3,34.6,55.9,0.75,0.762,49.3,3.3,13.34950908,408.8688825,418.0301285,372.2445471,421.9373667,13086.79035,13401.00669,11908.0607,13895.27582,3.969351341,13.34950908,3.695990086,3.969330072,3.813169956,3.931309938,3.714299917,3.819960117,4.246679783,,4.246679783,671,365.8638306,370.1099548,20.9,88,3.691210032,3.714299917,4.246679783,3.714299917,4.246679783,1.416409969,,4.9,4.833000183,1.8,99.31181335,31,30,42,42,-0.26,-0.40597254,-0.13,-0.26079309,0.42,0.082626045,-0.5,-0.51561743,-0.5,-0.63322556,33.5,49.7,36.6,39.7,68.7,66.5,60,60,21.9,1.745591927,0.54,0.616471577,27.7,27.69230769,40,0.011151565,0.012
Philippines,PHL,105000000,298170,44.4,35,57.1,0.699,0.699,44.5,5.8,5.703155968,908.2578344,963.8298231,872.0896598,921.8262932,8719.587979,9290.966062,8394.242258,9119.693358,6.341485572,5.703155968,2.789999962,3.329999924,3.569999933,4.400000095,3.133100033,3.234369993,3.880000114,,3.880000114,323,128.582489,142.0787659,15.7,121,,3.133100033,3.880000114,3.133100033,3.880000114,3.80140996,3.561690092,5.9,2.405999899,0.5,96.84238434,27,25,35,30,-1.24,-0.928916991,-0.06,0.070326045,0.02,0.076462887,-0.41,-0.641974866,-0.48,-0.508519769,38.2,25.6,34.4,34.7,65,61.1,60,60,18.9,1.345029057,0.265,0.217643029,29.5,29.45205479,27.96052632,0.010378475,0.01
Poland,POL,38000000,304255,30.8,27.5,45,0.865,0.876,67.7,3.6,5.732581696,1202.817214,1259.890291,1227.880779,1298.270048,31953.03503,33797.76736,34286.98508,37502.55987,5.353703355,5.732581696,4.935540199,4.809939861,4.633399963,4.558460236,4.615799904,,,,4.615799904,1704,978.7356567,1014.038208,52.42879703,2,4.912409782,4.615799904,,4.615799904,,2.157740116,1.142500043,6.2,3.368000031,0.1,100,36,34,49,47,0.52,0.512429655,0.63,0.292776763,0.88,0.840023577,0.47,0.444528878,0.73,0.572010398,56.6,54.7,50.9,60.6,68.5,68.7,70,70,41.7,7.773641839,0.146,0.203638478,28,28.04347826,28.32244009,0.021204144,0.02
Portugal,PRT,10000000,91470,33.9,24.8,46.3,0.847,0.866,70.8,1.5,4.881210103,350.0687606,359.4602632,329.1129888,345.1776852,34928.54353,36172.07254,34177.08571,35888.16538,2.849325934,4.881210103,5.124000072,4.885540009,,5.015610218,4.675159931,,,,4.675159931,2661,2216.306641,2221.439209,16.2,8,5.123250008,4.675159931,,4.675159931,,0.416750014,0.357089996,11.2,6.646999836,0.2,100,39,39,58,56,1.08,0.952885866,1.33,0.99130863,0.91,0.736070037,1.13,1.133409142,0.87,0.768555641,70.1,92.1,56.8,67.8,63.4,70.8,60,60,48.4,4.339768426,0.498,0.615832408,34.8,34.7826087,40,0.020727574,0.019
Qatar,QAT,2600000,11586,,,24.3,0.856,0.855,70.8,3.3,1.523397356,253.0497809,255.0104319,245.7269051,249.4703023,93143.34557,93844.06063,89961.43323,93521.4418,1.234872192,1.523397356,3.605350018,,,2.967459917,,2.803780079,3.233669996,,3.233669996,3900,1730.181885,1807.153931,5.6,9,3.605350018,,3.233669996,,3.233669996,1.339290023,1.919020057,0.2,0.257999986,,100,7,7,17,18,0.55,0.957880497,0.74,1.113643289,0.42,0.863454759,0.72,0.927772462,0.73,0.806125164,59.8,38.8,71.6,60,72.6,67.7,60,60,36.4,32.47446876,,0.000178379,0,9.756097561,4.444444444,0.048068114,0.015
Romania,ROU,20000000,229891,27.3,28.8,46.2,0.811,0.821,60,3.7,5.879667885,555.4648845,578.7292,557.0389638,589.7910048,29342.04115,31867.26319,32202.20866,35413.99058,4.474523775,5.879667885,3.121220112,3.109630108,2.979890108,3.095390081,3.344749928,,,,3.344749928,1090,687.1541138,738.5581665,4.4,19,3.128509998,3.344749928,,3.344749928,,12.50105953,12.68297005,6.4,5.169000149,0.8,100,35,35,49,48,0.06,0.533032238,-0.17,-0.129637852,0.49,0.30902037,0.39,0.407664686,-0.03,-0.037915125,59.7,64.8,40,45.4,69.4,67.1,50,50,33.2,3.817434477,0.413,0.476758625,20.7,20.66869301,18.54103343,0.019539229,0.02
Russia,RUS,144000000,16377742,41.2,18.7,34.9,0.816,0.822,57,-3.7,4.81979166,3913.97594,4000.008096,3892.67603,4080.294905,28821.26172,30067.74023,29916.01367,32803.35547,2.80724541,4.81979166,4.013879776,3.834029913,3.760440111,4.689909935,4.678199768,,,,4.678199768,1414,609.0091553,653.4172363,30.3,17,,4.678199768,,4.678199768,,0.163770005,0.071309999,5.7,5.010000229,0,100,5,5,15,14,-0.67,-0.645444393,-0.08,-0.176100716,-0.48,-0.529822111,-0.79,-0.869817555,-0.89,-0.9,46.9,34.7,38.1,29.7,58.2,56.1,30,30,35.3,11.79720293,0.169,0.196956178,15.8,15.77777778,16.22222222,0.040800662,0.039
Rwanda,RWA,12000000,24668,50.4,19.6,39.2,0.524,0.534,38,6.9,10.88451916,25.69573128,28.12670101,27.18196638,30.14059272,2138.649927,2321.526953,2213.568598,2494.050572,8.579437537,10.88451916,4.19878006,3.649159908,3.436729908,3.126460075,3.073750019,3.237074137,3.330549717,3.821561575,3.821561575,143,52.29534531,51.39912415,31.8,248,,3.073750019,3.821561575,3.073750019,3.821561575,4.320109844,6.342150211,2.5,1.606999993,,100,8,8,15,14,0.04,0.170438632,0.26,0.26119262,0.15,0.070984155,0.13,0.201179966,0.63,0.599220455,79.6,26.6,61.2,54.7,69.1,57.1,40,40,27.2,0.105330369,0.5,0.480261171,61.3,61.25,61.25,0.015453244,0.012
Saudi Arabia,SAU,33000000,2149690,45.9,,41.6,0.853,0.875,62.6,3.4,3.240929768,1605.260692,1610.618743,1543.976648,1594.015847,48767.83655,48983.55126,46778.29837,49551.33457,2.5141658,3.240929768,,,8.510457993,8.016425133,7.085813046,6.794735432,7.809313774,,7.809313774,3121,1341.519775,1316.260254,39.9,17,,7.085813046,7.809313774,7.085813046,7.809313774,,5.17592001,5.5,7.357999802,,100,0,1,7,6,-0.62,-0.583859265,0.25,0.496305406,0,0.335709989,0.1,0.23015663,0.36,0.306925714,60.2,35.8,49.9,50.7,59.6,55.5,50,50,40,15.28457873,0,0.001207936,19.9,19.86754967,19.86754967,0.065944759,0.08
Senegal,SEN,16000000,192530,40.3,21.9,51.2,0.505,0.511,38.4,6.5,6.064495968,52.46966607,54.89042132,55.61799668,58.99094784,3388.550158,3510.418402,3503.595017,3768.667149,6.209241034,6.064495968,5.720210075,5.45637989,5.113090038,4.624969959,4.8582201,5.348875046,5.497858047,,5.497858047,97,61.79673004,59.09758377,1.8,315,7.401400089,4.8582201,5.497858047,4.8582201,5.497858047,,24.64497948,9.5,3.72300005,1.8,70.36894226,31,29,44,39,-0.04,-0.169552103,-0.32,0.059229929,-0.15,-0.312054127,-0.15,-0.36444363,-0.09,0.058420014,40.4,49.8,42.6,47.8,55.7,60,40,40,30.2,0.651679184,0.111,0.143354495,41.8,41.81818182,43.03030303,0.017579138,0.015
Serbia,SRB,7000000,77474,38.7,29,53.2,0.787,0.802,54.9,0.7,7.38927089,121.8660129,127.1449256,125.943919,135.2502564,17717.9058,18822.36077,19093.95531,21432.41034,4.495121293,7.38927089,3.926980019,3.78640008,3.63470006,3.710160017,3.582319975,3.616470098,,,3.582319975,1324,617.0865479,641.0250244,50.26223304,12,4.180250168,3.582319975,3.616470098,3.582319975,3.616470098,1.43445003,2.892950058,16.5,11.80700016,1.2,100,28,21,45,41,0.1,-0.134225637,0.19,0.047427159,0.01,0.052124023,-0.19,-0.091587141,-0.37,-0.437255442,48.2,50.4,36.5,37.9,62.5,65.2,50,50,44.5,6.616046939,0.283,0.310763312,34.4,34.4,39.2,0.020865005,0.022
Sierra Leone,SLE,8000000,71620,34,15.3,29,0.419,0.477,32.9,-21.5,3.050202695,12.65793534,13.32301379,13.0606906,13.45906814,1694.128414,1777.158358,1726.964157,1816.170271,3.46460214,3.050202695,2.662919998,3.057290077,3.060230017,4.660960197,6.989630222,7.44701004,8.809550285,,8.809550285,256,44.26722717,46.15795517,11.1,1120,2.662909985,6.989630222,8.809550285,6.989630222,8.809550285,,,3,5.333000183,6,26.20088577,28,28,38,37,0.03,-0.164547756,-1.21,-1.114508152,-0.92,-0.964902222,-0.79,-0.818652034,-0.59,-0.431214958,29.6,41.9,22,32.4,51.8,52,20,20,18.4,0.115189573,0.629,0.914466463,12.4,12.32876712,12.32876712,0.006090659,0.007
Singapore,SGP,6000000,709.2,45.9,,45.5,0.932,0.939,81.8,2,7.613962615,554.4902365,560.5656339,537.3408076,578.2537358,100686.2371,102431.3157,99681.29415,116486.4732,3.661304994,7.613962615,2.92437005,2.863090038,2.874830008,2.768260002,2.855979919,2.736210108,2.506659985,,2.506659985,3681,2667.674805,2632.713867,16.6,8,,2.855979919,2.506659985,2.855979919,2.51,0.204339996,0.10108,1.8,3.624000072,,100,19,19,33,28,1.59,1.493189692,2.21,2.291487455,2.12,2.231044054,1.82,1.857712865,2.13,2.171539545,90.9,58.3,91.2,92.8,88.8,84.4,80,80,17.7,8.307079491,0.033,0.03511797,23,23,29.80769231,0.029782313,0.032
Slovakia,SVK,5000000,48105,23.7,28.2,46.6,0.855,0.848,67.4,3.6,3.020471751,169.7160599,174.1377901,166.5475525,171.5780743,31214.59257,31966.55484,31356.45828,33010.29075,3.794410553,3.020471751,4.230410099,4.592060089,3.91286993,3.942780018,3.972569942,,,,3.972569942,2062,1299.911377,1342.074829,1.8,5,4.230679989,3.972569942,,3.972569942,,4.430580139,3.288530111,10,6.739999771,0.1,100,36,37,53,53,0.88,0.559577465,0.81,0.529206514,0.82,0.874235034,0.57,0.705730617,0.22,0.24,38.8,71.9,38.2,53.7,65.3,69.7,70,70,43.1,5.698416255,0.237,0.249837978,20,20,22.66666667,0.017058158,0.018
Slovenia,SVN,2100000,20151,24.4,24.6,47.9,0.896,0.918,72.6,2.9,8.114558099,78.77506537,81.33567355,77.89577531,84.21667326,38961.54435,40670.87787,39725.25919,43624.67321,4.422521568,8.114558099,5.291699886,4.909530163,4.792669773,4.780539989,4.935870171,,,,4.935870171,2734,2169.579102,2219.100586,2.1,7,5.294439793,4.935870171,,4.935870171,,0.232710004,0.108580001,8.7,4.422999859,0,100,39,38,54,52,0.89,0.760043502,1.17,1.178203225,0.58,0.834269524,1.02,1.029999971,0.81,0.71923095,57.7,91.6,52.1,66.7,64.8,70.5,50,50,47.9,6.512209378,0.305,0.361700822,36.7,24.44444444,26.66666667,0.012180758,0.011
Solomon Islands,SLB,600000,27986,,,,0.546,0.564,,3.3,-0.177260016,833.9053076,850.9433784,801.9098662,832.0594371,2761.599595,2772.800833,2618.323702,2656.100603,3.943123751,-0.177260016,9.812000275,10.13490009,12,12.10999966,10.81000042,11.13000011,12.75,,12.75,173,96.3806076,111.9044876,80.1,104,,10.81000042,12.75,10.81000042,12.75,4.383130074,6.647709846,31.4,1.029000044,,73.34648132,28,30,44,49,0.21,0.49097532,-1.01,-0.91164422,-0.8,-0.863144219,-0.21,-0.35153684,0.11,-0.140978411,57.3,59.5,36.8,42.3,57.5,56.5,30,30,46.3,0.537457043,,0.052554115,2,2.040816327,8,,
Somalia,SOM,15000000,627337,,,,,,,3.7,3.334430807,1.760859734,1.782068746,1.705088738,1.702066297,1156.516094,1236.524544,1245.642283,1302.452519,7.678879802,3.334430807,,,,,,,,,,,,,4.9,829,,,,,,,,6.6,19.86499977,,49.73086929,1,1,6,6,-2.33,-2.683239222,-2.21,-2.054953098,-2.29,-1.817198277,-2.31,-2.272977591,-1.72,-1.778052807,25.4,,17.8,,,,,,,0.04468071,0.014,0.049682265,24.4,24.36363636,24.36363636,,
