country,iso_country_code_2018,metric,value,metric_type,latest,metric_no_year,ranking,metric_rank,country_strengths_order,country_weaknesses_order,country_strengths_order_by_broad_metric,country_weaknesses_order_by_broad_metric
Macedonia,MKD,%_of_seats_held_by_women_in_national_parliaments_2017,34.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,32.0,3.0,35.0,2.0,17.0
Madagascar,MDG,%_of_seats_held_by_women_in_national_parliaments_2017,19.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,96.0,14.0,29.0,9.0,
Malawi,MWI,%_of_seats_held_by_women_in_national_parliaments_2017,16.7,input,0,%_of_seats_held_by_women_in_national_parliaments,high,113.0,29.0,13.0,,
Malaysia,MYS,%_of_seats_held_by_women_in_national_parliaments_2017,10.4,input,0,%_of_seats_held_by_women_in_national_parliaments,high,144.0,42.0,2.0,,2.0
Maldives,MDV,%_of_seats_held_by_women_in_national_parliaments_2017,5.9,input,0,%_of_seats_held_by_women_in_national_parliaments,high,160.0,38.0,2.0,,
Mali,MLI,%_of_seats_held_by_women_in_national_parliaments_2017,8.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,153.0,37.0,5.0,,3.0
Malta,MLT,%_of_seats_held_by_women_in_national_parliaments_2017,11.9,input,0,%_of_seats_held_by_women_in_national_parliaments,high,136.0,29.0,5.0,15.0,
Mauritania,MRT,%_of_seats_held_by_women_in_national_parliaments_2017,25.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,67.0,8.0,29.0,5.0,
Mauritius,MUS,%_of_seats_held_by_women_in_national_parliaments_2017,11.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,138.0,38.0,4.0,,
Mexico,MEX,%_of_seats_held_by_women_in_national_parliaments_2017,42.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,7.0,3.0,38.0,,18.0
Moldova,MDA,%_of_seats_held_by_women_in_national_parliaments_2017,22.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,76.0,22.0,22.0,,12.0
Mongolia,MNG,%_of_seats_held_by_women_in_national_parliaments_2017,17.1,input,0,%_of_seats_held_by_women_in_national_parliaments,high,108.0,31.0,9.0,14.0,
Montenegro,MNE,%_of_seats_held_by_women_in_national_parliaments_2017,23.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,73.0,21.0,11.0,,
Morocco,MAR,%_of_seats_held_by_women_in_national_parliaments_2017,20.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,87.0,23.0,18.0,,
Mozambique,MOZ,%_of_seats_held_by_women_in_national_parliaments_2017,39.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,12.0,1.0,42.0,1.0,
Myanmar,MMR,%_of_seats_held_by_women_in_national_parliaments_2017,10.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,146.0,31.0,8.0,,7.0
Namibia,NAM,%_of_seats_held_by_women_in_national_parliaments_2017,41.3,input,0,%_of_seats_held_by_women_in_national_parliaments,high,11.0,15.0,29.0,,
Nepal,NPL,%_of_seats_held_by_women_in_national_parliaments_2017,29.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,46.0,9.0,33.0,,16.0
Netherlands,NLD,%_of_seats_held_by_women_in_national_parliaments_2017,36.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,26.0,23.0,15.0,,
New Zealand,NZL,%_of_seats_held_by_women_in_national_parliaments_2017,34.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,32.0,35.0,5.0,,4.0
Nicaragua,NIC,%_of_seats_held_by_women_in_national_parliaments_2017,45.7,input,0,%_of_seats_held_by_women_in_national_parliaments,high,5.0,2.0,39.0,,
Niger,NER,%_of_seats_held_by_women_in_national_parliaments_2017,17.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,110.0,25.0,19.0,,
Nigeria,NGA,%_of_seats_held_by_women_in_national_parliaments_2017,5.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,163.0,25.0,4.0,,
Norway,NOR,%_of_seats_held_by_women_in_national_parliaments_2017,39.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,12.0,33.0,6.0,15.0,
Oman,OMN,%_of_seats_held_by_women_in_national_parliaments_2017,1.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,169.0,37.0,1.0,,1.0
Pakistan,PAK,%_of_seats_held_by_women_in_national_parliaments_2017,20.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,86.0,7.0,31.0,5.0,
Panama,PAN,%_of_seats_held_by_women_in_national_parliaments_2017,18.3,input,0,%_of_seats_held_by_women_in_national_parliaments,high,101.0,28.0,12.0,,
Papua New Guinea,PNG,%_of_seats_held_by_women_in_national_parliaments_2017,0.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,170.0,33.0,1.0,,1.0
Paraguay,PRY,%_of_seats_held_by_women_in_national_parliaments_2017,13.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,126.0,34.0,5.0,,5.0
Peru,PER,%_of_seats_held_by_women_in_national_parliaments_2017,27.7,input,0,%_of_seats_held_by_women_in_national_parliaments,high,53.0,11.0,32.0,,16.0
Philippines,PHL,%_of_seats_held_by_women_in_national_parliaments_2017,29.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,47.0,3.0,40.0,,
Poland,POL,%_of_seats_held_by_women_in_national_parliaments_2017,28.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,51.0,25.0,15.0,,
Portugal,PRT,%_of_seats_held_by_women_in_national_parliaments_2017,34.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,28.0,18.0,21.0,,11.0
Qatar,QAT,%_of_seats_held_by_women_in_national_parliaments_2017,0.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,170.0,36.0,2.0,,2.0
Romania,ROU,%_of_seats_held_by_women_in_national_parliaments_2017,20.7,input,0,%_of_seats_held_by_women_in_national_parliaments,high,85.0,26.0,12.0,14.0,
Russia,RUS,%_of_seats_held_by_women_in_national_parliaments_2017,15.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,121.0,24.0,13.0,12.0,
Rwanda,RWA,%_of_seats_held_by_women_in_national_parliaments_2017,61.3,input,0,%_of_seats_held_by_women_in_national_parliaments,high,1.0,1.0,41.0,1.0,18.0
Saudi Arabia,SAU,%_of_seats_held_by_women_in_national_parliaments_2017,19.9,input,0,%_of_seats_held_by_women_in_national_parliaments,high,93.0,27.0,13.0,13.0,
Senegal,SEN,%_of_seats_held_by_women_in_national_parliaments_2017,41.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,10.0,2.0,41.0,2.0,
Serbia,SRB,%_of_seats_held_by_women_in_national_parliaments_2017,34.4,input,0,%_of_seats_held_by_women_in_national_parliaments,high,30.0,2.0,40.0,2.0,
Sierra Leone,SLE,%_of_seats_held_by_women_in_national_parliaments_2017,12.4,input,0,%_of_seats_held_by_women_in_national_parliaments,high,133.0,33.0,9.0,15.0,
Singapore,SGP,%_of_seats_held_by_women_in_national_parliaments_2017,23.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,74.0,23.0,20.0,,9.0
Slovakia,SVK,%_of_seats_held_by_women_in_national_parliaments_2017,20.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,91.0,34.0,5.0,17.0,
Slovenia,SVN,%_of_seats_held_by_women_in_national_parliaments_2017,36.7,input,0,%_of_seats_held_by_women_in_national_parliaments,high,23.0,7.0,33.0,5.0,
Solomon Islands,SLB,%_of_seats_held_by_women_in_national_parliaments_2017,2.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,168.0,39.0,1.0,,1.0
Somalia,SOM,%_of_seats_held_by_women_in_national_parliaments_2017,24.4,input,0,%_of_seats_held_by_women_in_national_parliaments,high,68.0,3.0,18.0,,
South Africa,ZAF,%_of_seats_held_by_women_in_national_parliaments_2017,42.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,8.0,1.0,42.0,1.0,
South Sudan,SSD,%_of_seats_held_by_women_in_national_parliaments_2017,28.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,49.0,6.0,22.0,,11.0
Spain,ESP,%_of_seats_held_by_women_in_national_parliaments_2017,39.1,input,0,%_of_seats_held_by_women_in_national_parliaments,high,14.0,1.0,38.0,1.0,
Sri Lanka,LKA,%_of_seats_held_by_women_in_national_parliaments_2017,5.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,162.0,39.0,1.0,,1.0
Sudan,SDN,%_of_seats_held_by_women_in_national_parliaments_2017,30.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,45.0,4.0,25.0,,14.0
Suriname,SUR,%_of_seats_held_by_women_in_national_parliaments_2017,25.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,65.0,22.0,18.0,,11.0
Sweden,SWE,%_of_seats_held_by_women_in_national_parliaments_2017,43.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,6.0,16.0,27.0,10.0,
Switzerland,CHE,%_of_seats_held_by_women_in_national_parliaments_2017,32.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,35.0,24.0,16.0,,8.0
Syria,SYR,%_of_seats_held_by_women_in_national_parliaments_2017,13.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,128.0,3.0,19.0,3.0,
Tajikistan,TJK,%_of_seats_held_by_women_in_national_parliaments_2017,19.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,98.0,19.0,20.0,,11.0
Tanzania,TZA,%_of_seats_held_by_women_in_national_parliaments_2017,36.4,input,0,%_of_seats_held_by_women_in_national_parliaments,high,24.0,3.0,40.0,3.0,17.0
Thailand,THA,%_of_seats_held_by_women_in_national_parliaments_2017,4.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,164.0,39.0,1.0,,1.0
Timor-Leste,TLS,%_of_seats_held_by_women_in_national_parliaments_2017,32.3,input,0,%_of_seats_held_by_women_in_national_parliaments,high,36.0,12.0,25.0,,13.0
Togo,TGO,%_of_seats_held_by_women_in_national_parliaments_2017,17.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,106.0,24.0,21.0,11.0,
Trinidad and Tobago,TTO,%_of_seats_held_by_women_in_national_parliaments_2017,31.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,42.0,8.0,35.0,,
Tunisia,TUN,%_of_seats_held_by_women_in_national_parliaments_2017,31.3,input,0,%_of_seats_held_by_women_in_national_parliaments,high,40.0,7.0,25.0,,
Turkiye,TUR,%_of_seats_held_by_women_in_national_parliaments_2017,14.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,125.0,29.0,6.0,,4.0
Turkmenistan,TKM,%_of_seats_held_by_women_in_national_parliaments_2017,25.8,input,0,%_of_seats_held_by_women_in_national_parliaments,high,62.0,1.0,30.0,1.0,
Uganda,UGA,%_of_seats_held_by_women_in_national_parliaments_2017,34.3,input,0,%_of_seats_held_by_women_in_national_parliaments,high,31.0,5.0,37.0,4.0,
Ukraine,UKR,%_of_seats_held_by_women_in_national_parliaments_2017,12.3,input,0,%_of_seats_held_by_women_in_national_parliaments,high,134.0,37.0,4.0,,
United Arab Emirates,ARE,%_of_seats_held_by_women_in_national_parliaments_2017,22.5,input,0,%_of_seats_held_by_women_in_national_parliaments,high,77.0,23.0,11.0,,8.0
United Kingdom,GBR,%_of_seats_held_by_women_in_national_parliaments_2017,32.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,38.0,26.0,13.0,,
United States,USA,%_of_seats_held_by_women_in_national_parliaments_2017,19.4,input,0,%_of_seats_held_by_women_in_national_parliaments,high,95.0,34.0,4.0,,3.0
Uruguay,URY,%_of_seats_held_by_women_in_national_parliaments_2017,20.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,90.0,40.0,1.0,,1.0
Uzbekistan,UZB,%_of_seats_held_by_women_in_national_parliaments_2017,16.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,116.0,25.0,18.0,,
Venezuela,VEN,%_of_seats_held_by_women_in_national_parliaments_2017,22.2,input,0,%_of_seats_held_by_women_in_national_parliaments,high,78.0,6.0,25.0,,
Vietnam,VNM,%_of_seats_held_by_women_in_national_parliaments_2017,26.7,input,0,%_of_seats_held_by_women_in_national_parliaments,high,59.0,8.0,30.0,,16.0
Yemen,YEM,%_of_seats_held_by_women_in_national_parliaments_2017,0.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,170.0,20.0,4.0,,3.0
Zambia,ZMB,%_of_seats_held_by_women_in_national_parliaments_2017,18.0,input,0,%_of_seats_held_by_women_in_national_parliaments,high,104.0,29.0,12.0,14.0,
Zimbabwe,ZWE,%_of_seats_held_by_women_in_national_parliaments_2017,32.6,input,0,%_of_seats_held_by_women_in_national_parliaments,high,34.0,6.0,34.0,3.0,
Afghanistan,AFG,%_of_seats_held_by_women_in_national_parliaments_2021,27.01612903,input,1,%_of_seats_held_by_women_in_national_parliaments,high,72.0,8.0,29.0,,15.0
Albania,ALB,%_of_seats_held_by_women_in_national_parliaments_2021,35.71428571,input,1,%_of_seats_held_by_women_in_national_parliaments,high,36.0,3.0,36.0,2.0,
Algeria,DZA,%_of_seats_held_by_women_in_national_parliaments_2021,8.108108108,input,1,%_of_seats_held_by_women_in_national_parliaments,high,157.0,39.0,1.0,,1.0
Angola,AGO,%_of_seats_held_by_women_in_national_parliaments_2021,29.54545455,input,1,%_of_seats_held_by_women_in_national_parliaments,high,56.0,6.0,35.0,,15.0
Argentina,ARG,%_of_seats_held_by_women_in_national_parliaments_2021,44.74708171,input,1,%_of_seats_held_by_women_in_national_parliaments,high,14.0,1.0,42.0,1.0,
Armenia,ARM,%_of_seats_held_by_women_in_national_parliaments_2021,33.64485981,input,1,%_of_seats_held_by_women_in_national_parliaments,high,45.0,3.0,41.0,2.0,
Australia,AUS,%_of_seats_held_by_women_in_national_parliaments_2021,31.12582781,input,1,%_of_seats_held_by_women_in_national_parliaments,high,51.0,34.0,6.0,,5.0
Austria,AUT,%_of_seats_held_by_women_in_national_parliaments_2021,40.43715847,input,1,%_of_seats_held_by_women_in_national_parliaments,high,22.0,21.0,21.0,11.0,
Azerbaijan,AZE,%_of_seats_held_by_women_in_national_parliaments_2021,18.18181818,input,1,%_of_seats_held_by_women_in_national_parliaments,high,117.0,25.0,18.0,,11.0
Bahamas,BHS,%_of_seats_held_by_women_in_national_parliaments_2021,17.94871795,input,1,%_of_seats_held_by_women_in_national_parliaments,high,118.0,26.0,14.0,13.0,
Bahrain,BHR,%_of_seats_held_by_women_in_national_parliaments_2021,15.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,134.0,32.0,12.0,,
Bangladesh,BGD,%_of_seats_held_by_women_in_national_parliaments_2021,20.85714286,input,1,%_of_seats_held_by_women_in_national_parliaments,high,103.0,9.0,24.0,,13.0
Barbados,BRB,%_of_seats_held_by_women_in_national_parliaments_2021,20.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,108.0,38.0,5.0,,
Belarus,BLR,%_of_seats_held_by_women_in_national_parliaments_2021,40.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,23.0,1.0,43.0,1.0,
Belgium,BEL,%_of_seats_held_by_women_in_national_parliaments_2021,42.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,21.0,27.0,14.0,,10.0
Belize,BLZ,%_of_seats_held_by_women_in_national_parliaments_2021,12.5,input,1,%_of_seats_held_by_women_in_national_parliaments,high,145.0,42.0,4.0,18.0,
Benin,BEN,%_of_seats_held_by_women_in_national_parliaments_2021,8.43373494,input,1,%_of_seats_held_by_women_in_national_parliaments,high,156.0,37.0,4.0,17.0,
Bhutan,BTN,%_of_seats_held_by_women_in_national_parliaments_2021,17.0212766,input,1,%_of_seats_held_by_women_in_national_parliaments,high,123.0,38.0,3.0,17.0,
Bolivia,BOL,%_of_seats_held_by_women_in_national_parliaments_2021,46.15384615,input,1,%_of_seats_held_by_women_in_national_parliaments,high,10.0,12.0,28.0,,15.0
Bosnia and Herzegovina,BIH,%_of_seats_held_by_women_in_national_parliaments_2021,26.19047619,input,1,%_of_seats_held_by_women_in_national_parliaments,high,75.0,7.0,23.0,4.0,
Botswana,BWA,%_of_seats_held_by_women_in_national_parliaments_2021,10.76923077,input,1,%_of_seats_held_by_women_in_national_parliaments,high,151.0,38.0,2.0,,2.0
Brazil,BRA,%_of_seats_held_by_women_in_national_parliaments_2021,15.20467836,input,1,%_of_seats_held_by_women_in_national_parliaments,high,132.0,37.0,2.0,,
Brunei,BRN,%_of_seats_held_by_women_in_national_parliaments_2021,9.090909091,input,1,%_of_seats_held_by_women_in_national_parliaments,high,154.0,31.0,3.0,,3.0
Bulgaria,BGR,%_of_seats_held_by_women_in_national_parliaments_2021,23.75,input,1,%_of_seats_held_by_women_in_national_parliaments,high,87.0,25.0,6.0,,5.0
Burkina Faso,BFA,%_of_seats_held_by_women_in_national_parliaments_2021,6.299212598,input,1,%_of_seats_held_by_women_in_national_parliaments,high,159.0,42.0,2.0,,2.0
Burundi,BDI,%_of_seats_held_by_women_in_national_parliaments_2021,38.21138211,input,1,%_of_seats_held_by_women_in_national_parliaments,high,34.0,11.0,32.0,,17.0
Cabo Verde,CPV,%_of_seats_held_by_women_in_national_parliaments_2021,38.88888889,input,1,%_of_seats_held_by_women_in_national_parliaments,high,32.0,11.0,26.0,8.0,
Cambodia,KHM,%_of_seats_held_by_women_in_national_parliaments_2021,21.6,input,1,%_of_seats_held_by_women_in_national_parliaments,high,100.0,13.0,27.0,,13.0
Cameroon,CMR,%_of_seats_held_by_women_in_national_parliaments_2021,33.88888889,input,1,%_of_seats_held_by_women_in_national_parliaments,high,43.0,5.0,36.0,,16.0
Canada,CAN,%_of_seats_held_by_women_in_national_parliaments_2021,30.47337278,input,1,%_of_seats_held_by_women_in_national_parliaments,high,53.0,24.0,6.0,13.0,
Central African Republic,CAF,%_of_seats_held_by_women_in_national_parliaments_2021,12.85714286,input,1,%_of_seats_held_by_women_in_national_parliaments,high,143.0,19.0,23.0,9.0,
Chad,TCD,%_of_seats_held_by_women_in_national_parliaments_2021,32.25806452,input,1,%_of_seats_held_by_women_in_national_parliaments,high,49.0,4.0,36.0,3.0,
Chile,CHL,%_of_seats_held_by_women_in_national_parliaments_2021,35.48387097,input,1,%_of_seats_held_by_women_in_national_parliaments,high,39.0,24.0,16.0,12.0,
China,CHN,%_of_seats_held_by_women_in_national_parliaments_2021,24.94117647,input,1,%_of_seats_held_by_women_in_national_parliaments,high,82.0,16.0,25.0,,15.0
Colombia,COL,%_of_seats_held_by_women_in_national_parliaments_2021,18.82352941,input,1,%_of_seats_held_by_women_in_national_parliaments,high,114.0,41.0,3.0,,2.0
Comoros,COM,%_of_seats_held_by_women_in_national_parliaments_2021,16.66666667,input,1,%_of_seats_held_by_women_in_national_parliaments,high,125.0,14.0,17.0,11.0,
Congo (Dem. Rep.),COD,%_of_seats_held_by_women_in_national_parliaments_2021,12.8,input,1,%_of_seats_held_by_women_in_national_parliaments,high,144.0,17.0,21.0,9.0,
Congo (Rep.),COG,%_of_seats_held_by_women_in_national_parliaments_2021,11.25827815,input,1,%_of_seats_held_by_women_in_national_parliaments,high,148.0,33.0,12.0,,8.0
Costa Rica,CRI,%_of_seats_held_by_women_in_national_parliaments_2021,45.61403509,input,1,%_of_seats_held_by_women_in_national_parliaments,high,12.0,11.0,32.0,,
Cote d'Ivoire,CIV,%_of_seats_held_by_women_in_national_parliaments_2021,14.17322835,input,1,%_of_seats_held_by_women_in_national_parliaments,high,139.0,38.0,5.0,17.0,
Croatia,HRV,%_of_seats_held_by_women_in_national_parliaments_2021,31.12582781,input,1,%_of_seats_held_by_women_in_national_parliaments,high,51.0,18.0,17.0,11.0,
Cuba,CUB,%_of_seats_held_by_women_in_national_parliaments_2021,53.41296928,input,1,%_of_seats_held_by_women_in_national_parliaments,high,2.0,2.0,27.0,2.0,
Cyprus,CYP,%_of_seats_held_by_women_in_national_parliaments_2021,14.28571429,input,1,%_of_seats_held_by_women_in_national_parliaments,high,138.0,33.0,1.0,,1.0
Czech Republic,CZE,%_of_seats_held_by_women_in_national_parliaments_2021,25.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,80.0,32.0,8.0,,
Denmark,DNK,%_of_seats_held_by_women_in_national_parliaments_2021,39.66480447,input,1,%_of_seats_held_by_women_in_national_parliaments,high,26.0,30.0,7.0,,6.0
Djibouti,DJI,%_of_seats_held_by_women_in_national_parliaments_2021,26.15384615,input,1,%_of_seats_held_by_women_in_national_parliaments,high,77.0,6.0,31.0,,
Dominican Republic,DOM,%_of_seats_held_by_women_in_national_parliaments_2021,27.89473684,input,1,%_of_seats_held_by_women_in_national_parliaments,high,64.0,12.0,31.0,,17.0
Ecuador,ECU,%_of_seats_held_by_women_in_national_parliaments_2021,39.41605839,input,1,%_of_seats_held_by_women_in_national_parliaments,high,29.0,4.0,39.0,,18.0
Egypt,EGY,%_of_seats_held_by_women_in_national_parliaments_2021,27.7027027,input,1,%_of_seats_held_by_women_in_national_parliaments,high,65.0,2.0,36.0,2.0,
El Salvador,SLV,%_of_seats_held_by_women_in_national_parliaments_2021,27.38095238,input,1,%_of_seats_held_by_women_in_national_parliaments,high,68.0,11.0,31.0,,15.0
Equatorial Guinea,GNQ,%_of_seats_held_by_women_in_national_parliaments_2021,23.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,89.0,6.0,23.0,,
Eritrea,ERI,%_of_seats_held_by_women_in_national_parliaments_2021,22.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,96.0,4.0,24.0,,13.0
Estonia,EST,%_of_seats_held_by_women_in_national_parliaments_2021,25.74257426,input,1,%_of_seats_held_by_women_in_national_parliaments,high,79.0,35.0,3.0,,3.0
Eswatini,SWZ,%_of_seats_held_by_women_in_national_parliaments_2021,9.589041096,input,1,%_of_seats_held_by_women_in_national_parliaments,high,153.0,37.0,5.0,17.0,
Ethiopia,ETH,%_of_seats_held_by_women_in_national_parliaments_2021,42.58823529,input,1,%_of_seats_held_by_women_in_national_parliaments,high,18.0,6.0,33.0,,16.0
Fiji,FJI,%_of_seats_held_by_women_in_national_parliaments_2021,21.56862745,input,1,%_of_seats_held_by_women_in_national_parliaments,high,101.0,37.0,4.0,,
Finland,FIN,%_of_seats_held_by_women_in_national_parliaments_2021,46.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,11.0,20.0,21.0,,11.0
France,FRA,%_of_seats_held_by_women_in_national_parliaments_2021,39.51473137,input,1,%_of_seats_held_by_women_in_national_parliaments,high,28.0,21.0,15.0,,9.0
Gabon,GAB,%_of_seats_held_by_women_in_national_parliaments_2021,16.1971831,input,1,%_of_seats_held_by_women_in_national_parliaments,high,128.0,28.0,13.0,,8.0
"Gambia, The",GMB,%_of_seats_held_by_women_in_national_parliaments_2021,8.620689655,input,1,%_of_seats_held_by_women_in_national_parliaments,high,155.0,35.0,3.0,,2.0
Georgia,GEO,%_of_seats_held_by_women_in_national_parliaments_2021,19.33333333,input,1,%_of_seats_held_by_women_in_national_parliaments,high,112.0,40.0,3.0,18.0,
Germany,DEU,%_of_seats_held_by_women_in_national_parliaments_2021,34.91847826,input,1,%_of_seats_held_by_women_in_national_parliaments,high,41.0,24.0,16.0,,
Ghana,GHA,%_of_seats_held_by_women_in_national_parliaments_2021,14.54545455,input,1,%_of_seats_held_by_women_in_national_parliaments,high,136.0,37.0,3.0,,2.0
Greece,GRC,%_of_seats_held_by_women_in_national_parliaments_2021,21.66666667,input,1,%_of_seats_held_by_women_in_national_parliaments,high,98.0,32.0,5.0,17.0,
Guatemala,GTM,%_of_seats_held_by_women_in_national_parliaments_2021,19.375,input,1,%_of_seats_held_by_women_in_national_parliaments,high,111.0,27.0,17.0,13.0,
Guinea,GIN,%_of_seats_held_by_women_in_national_parliaments_2021,17.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,124.0,19.0,24.0,,13.0
Guinea-Bissau,GNB,%_of_seats_held_by_women_in_national_parliaments_2021,13.7254902,input,1,%_of_seats_held_by_women_in_national_parliaments,high,140.0,27.0,13.0,,10.0
Guyana,GUY,%_of_seats_held_by_women_in_national_parliaments_2021,35.71428571,input,1,%_of_seats_held_by_women_in_national_parliaments,high,36.0,1.0,34.0,1.0,
Honduras,HND,%_of_seats_held_by_women_in_national_parliaments_2021,27.34375,input,1,%_of_seats_held_by_women_in_national_parliaments,high,69.0,17.0,26.0,,
Hungary,HUN,%_of_seats_held_by_women_in_national_parliaments_2021,13.06532663,input,1,%_of_seats_held_by_women_in_national_parliaments,high,142.0,38.0,2.0,,
Iceland,ISL,%_of_seats_held_by_women_in_national_parliaments_2021,47.61904762,input,1,%_of_seats_held_by_women_in_national_parliaments,high,7.0,13.0,29.0,,
India,IND,%_of_seats_held_by_women_in_national_parliaments_2021,14.44444444,input,1,%_of_seats_held_by_women_in_national_parliaments,high,137.0,38.0,4.0,,
Indonesia,IDN,%_of_seats_held_by_women_in_national_parliaments_2021,21.04347826,input,1,%_of_seats_held_by_women_in_national_parliaments,high,102.0,26.0,17.0,,9.0
Iran,IRN,%_of_seats_held_by_women_in_national_parliaments_2021,5.594405594,input,1,%_of_seats_held_by_women_in_national_parliaments,high,160.0,40.0,4.0,,
Iraq,IRQ,%_of_seats_held_by_women_in_national_parliaments_2021,28.87537994,input,1,%_of_seats_held_by_women_in_national_parliaments,high,59.0,4.0,25.0,3.0,
Ireland,IRL,%_of_seats_held_by_women_in_national_parliaments_2021,22.5,input,1,%_of_seats_held_by_women_in_national_parliaments,high,94.0,30.0,10.0,,6.0
Israel,ISR,%_of_seats_held_by_women_in_national_parliaments_2021,28.33333333,input,1,%_of_seats_held_by_women_in_national_parliaments,high,61.0,34.0,7.0,,5.0
Italy,ITA,%_of_seats_held_by_women_in_national_parliaments_2021,35.71428571,input,1,%_of_seats_held_by_women_in_national_parliaments,high,36.0,11.0,30.0,,
Jamaica,JAM,%_of_seats_held_by_women_in_national_parliaments_2021,28.57142857,input,1,%_of_seats_held_by_women_in_national_parliaments,high,60.0,24.0,22.0,10.0,
Japan,JPN,%_of_seats_held_by_women_in_national_parliaments_2021,9.677419355,input,1,%_of_seats_held_by_women_in_national_parliaments,high,152.0,35.0,2.0,,2.0
Jordan,JOR,%_of_seats_held_by_women_in_national_parliaments_2021,11.53846154,input,1,%_of_seats_held_by_women_in_national_parliaments,high,147.0,40.0,1.0,,1.0
Kazakhstan,KAZ,%_of_seats_held_by_women_in_national_parliaments_2021,27.10280374,input,1,%_of_seats_held_by_women_in_national_parliaments,high,71.0,8.0,33.0,,17.0
Kenya,KEN,%_of_seats_held_by_women_in_national_parliaments_2021,21.61383285,input,1,%_of_seats_held_by_women_in_national_parliaments,high,99.0,25.0,17.0,,10.0
Korea (Dem. People’s Rep.),PRK,%_of_seats_held_by_women_in_national_parliaments_2021,17.61280932,input,1,%_of_seats_held_by_women_in_national_parliaments,high,120.0,13.0,17.0,,9.0
Korea (Rep.),KOR,%_of_seats_held_by_women_in_national_parliaments_2021,19.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,113.0,30.0,2.0,,2.0
Kuwait,KWT,%_of_seats_held_by_women_in_national_parliaments_2021,1.538461538,input,1,%_of_seats_held_by_women_in_national_parliaments,high,167.0,38.0,2.0,,2.0
Kyrgyzstan,KGZ,%_of_seats_held_by_women_in_national_parliaments_2021,20.45454545,input,1,%_of_seats_held_by_women_in_national_parliaments,high,105.0,24.0,19.0,,10.0
Laos,LAO,%_of_seats_held_by_women_in_national_parliaments_2021,21.95121951,input,1,%_of_seats_held_by_women_in_national_parliaments,high,97.0,15.0,25.0,,14.0
Latvia,LVA,%_of_seats_held_by_women_in_national_parliaments_2021,29.0,input,1,%_of_seats_held_by_women_in_national_parliaments,high,58.0,30.0,10.0,,
